step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
1301,237109,1301,0.4591943,0,0.911764706
1302,237134,1302,0.057341059,1,1
1303,237599,1303,0.957499408,0,0.758389262
1304,237848,1304,0.914944685,0,0.728971963
1305,237929,1305,0.541508969,0,0.828125
1306,238066,1306,1.012440156,0,0.703389831
1307,238139,1307,0.572285007,0,0.810344828
1308,238284,1308,0.363329966,0,0.914728682
1309,238381,1309,1.043277269,0,0.705882353
1310,238598,1310,1.159736523,0,0.637254902
1311,239031,1311,1.105233705,0,0.729927007
1312,239328,1312,1.424908683,0,0.624113475
1313,239409,1313,0.011088349,1,1
1314,239474,1314,0.566452812,0,0.784313725
1315,239555,1315,0.142775559,0,0.948275862
1316,239828,1316,1.443869579,0,0.643410853
1317,239885,1317,0.298913241,0,0.926829268
1318,240086,1318,1.110063788,0,0.64021164
1319,240391,1319,1.358269662,0,0.659722222
1320,240496,1320,0.81935013,0,0.739130435
1321,240769,1321,0.79679368,0,0.776
1322,240834,1322,0.372242439,0,0.886792453
1323,240939,1323,0.621973133,0,0.790697674
1324,241076,1324,1.406902268,0,0.612903226
1325,241117,1325,0.040116481,1,1
1326,241206,1326,0.754686218,0,0.810810811
1327,241279,1327,0.354982063,0,0.857142857
1328,241536,1328,1.074971063,0,0.696035242
1329,241593,1329,0.781964592,0,0.75
1330,241674,1330,0.81626279,0,0.65
1331,241739,1331,0.254620738,0,0.923076923
1332,242052,1332,1.558967369,0,0.621262458
1333,242213,1333,0.583203219,0,0.794520548
1334,242534,1334,1.480644278,0,0.64495114
1335,242679,1335,0.891928476,0,0.753846154
1336,243152,1336,0.800187946,0,0.766004415
1337,243225,1337,0.696136761,0,0.769230769
1338,243410,1338,0.712556994,0,0.797468354
1339,243523,1339,0.539823704,0,0.804597701
1340,243812,1340,1.121334618,0,0.686567164
1341,244117,1341,1.127635126,0,0.692041522
1342,244358,1342,1.026069133,0,0.695238095
1343,244391,1343,0.039317765,0,0.956521739
1344,244536,1344,0.739619434,0,0.779527559
1345,244729,1345,0.425744148,0,0.863636364
1346,244786,1346,0.858941858,0,0.704545455
1347,244875,1347,0.122610884,0,0.971830986
1348,244948,1348,0.261674172,0,0.885245902
1349,245021,1349,0.125183296,0,0.983606557
1350,245182,1350,1.050492826,0,0.722972973
1351,245479,1351,1.256736894,0,0.654676259
1352,245720,1352,0.927451553,0,0.710280374
1353,245889,1353,0.737413195,0,0.737588652
1354,246042,1354,0.238989902,0,0.95
1355,246267,1355,1.202390123,0,0.676328502
1356,246412,1356,0.498415833,0,0.854961832
1357,246717,1357,1.027350553,0,0.701438849
1358,246958,1358,0.845478725,0,0.752212389
1359,247023,1359,0.189278122,0,0.918367347
1360,247432,1360,0.8737882,0,0.788265306
1361,247665,1361,1.523798781,0,0.605381166
1362,247850,1362,0.922303425,0,0.719298246
1363,248083,1363,1.917168373,0,0.537037037
1364,248236,1364,1.042664775,0,0.706293706
1365,248333,1365,0.748783759,0,0.724137931
1366,248494,1366,0.935941741,0,0.725352113
1367,248647,1367,0.802210878,0,0.781690141
1368,248864,1368,0.792010544,0,0.812182741
1369,249065,1369,0.816000752,0,0.783505155
1370,249106,1370,0.08290803,0,0.956521739
1371,249283,1371,0.742482415,0,0.768707483
1372,249436,1372,0.639070733,0,0.776119403
1373,249469,1373,0.012919567,1,1
1374,249518,1374,0.316817641,0,0.945945946
1375,249727,1375,1.030835581,0,0.709183673
1376,249920,1376,1.285007912,0,0.655737705
1377,250057,1377,0.543760937,0,0.814516129
1378,250266,1378,0.710902612,0,0.732919255
1379,250491,1379,1.63775065,0,0.531707317
1380,250964,1380,1.342046126,0,0.637969095
1381,251165,1381,0.946874934,0,0.691891892
1382,251438,1382,1.048257874,0,0.743295019
1383,251599,1383,0.128121269,0,0.985611511
1384,251808,1384,1.178777415,0,0.64321608
1385,251865,1385,0.398980994,0,0.868421053
1386,252026,1386,1.125288463,0,0.620437956
1387,252083,1387,0.550937445,0,0.75
1388,252204,1388,0.412875673,0,0.842105263
1389,252477,1389,1.303965454,0,0.647509579
1390,252574,1390,0.923204703,0,0.662650602
1391,253023,1391,1.046424262,0,0.700696056
1392,253184,1392,1.666279831,0,0.536912752
1393,253441,1393,0.737823013,0,0.799145299
1394,253530,1394,0.569800496,0,0.808219178
1395,253635,1395,0.715042028,0,0.755555556
1396,253708,1396,1.096612474,0,0.589285714
1397,253973,1397,1.26152977,0,0.608695652
1398,254094,1398,0.573170738,0,0.777777778
1399,254271,1399,0.982585499,0,0.68452381
1400,254448,1400,0.67604732,0,0.841176471
1401,254513,1401,0.453067202,0,0.87755102
1402,254786,1402,0.66120747,0,0.792682927
1403,254875,1403,0.752788056,0,0.769230769
1404,254996,1404,0.633376034,0,0.796460177
1405,255077,1405,0.765078024,0,0.709677419
1406,255150,1406,0.605556457,0,0.75862069
1407,255207,1407,0.413671867,0,0.85
1408,255432,1408,1.230610704,0,0.696261682
1409,255505,1409,0.797457626,0,0.783333333
1410,255858,1410,1.399820186,0,0.635258359
1411,256227,1411,0.779101102,0,0.764880952
1412,256308,1412,0.949990202,0,0.676470588
1413,256461,1413,1.155660302,0,0.617886179
1414,256710,1414,1.295324424,0,0.591743119
1415,256807,1415,0.033511011,1,1
1416,256888,1416,0.720527323,0,0.726027397
1417,256977,1417,0.864378559,0,0.708860759
1418,257098,1418,0.71533565,0,0.775700935
1419,257323,1419,1.203729337,0,0.580645161
1420,257428,1420,0.530895484,0,0.833333333
1421,257613,1421,1.043049771,0,0.735294118
1422,257702,1422,1.229055185,0,0.621621622
1423,258071,1423,1.011155176,0,0.753581662
1424,258264,1424,0.584742653,0,0.819277108
1425,258313,1425,0.007426564,1,1
1426,258426,1426,0.408336133,0,0.865168539
1427,258459,1427,0.096868533,1,1
1428,258876,1428,1.025118145,0,0.696517413
1429,259189,1429,0.748421936,0,0.802083333
1430,259494,1430,1.548905729,0,0.568493151
1431,259735,1431,0.900815001,0,0.757709251
1432,259944,1432,0.709046015,0,0.776595745
1433,260065,1433,1.051638573,0,0.669811321
1434,260314,1434,0.997098359,0,0.692982456
1435,260395,1435,0.280824237,0,0.836065574
1436,260644,1436,1.275399431,0,0.660869565
1437,260741,1437,0.269063507,0,0.905405405
1438,260774,1438,0.133884921,0,0.944444444
1439,260943,1439,0.31237359,0,0.92
1440,261200,1440,1.398725411,0,0.673553719
1441,261361,1441,0.534681326,0,0.826666667
1442,261402,1442,0.271822937,0,0.903225806
1443,261651,1443,1.264718917,0,0.682403433
1444,261868,1444,1.105829067,0,0.663366337
1445,261965,1445,0.440043724,0,0.858974359
1446,262070,1446,0.813440095,0,0.741935484
1447,262279,1447,1.027448865,0,0.738461538
1448,262384,1448,1.627340501,0,0.578947368
1449,262465,1449,0.427232989,0,0.887323944
1450,262522,1450,0.54234921,0,0.891304348
1451,262579,1451,0.354802242,0,0.869565217
1452,262668,1452,1.084155094,0,0.714285714
1453,262853,1453,1.325579155,0,0.634730539
1454,263006,1454,0.144419334,0,0.964539007
1455,263143,1455,0.628786042,0,0.836065574
1456,263192,1456,0.019343003,1,1
1457,263289,1457,1.13669094,0,0.729411765
1458,263434,1458,0.277910676,0,0.921259843
1459,263715,1459,1.188606843,0,0.638888889
1460,264284,1460,0.926365587,0,0.746835443
1461,264381,1461,0.888984724,0,0.75
1462,264718,1462,1.069621241,0,0.681388013
1463,264791,1463,0.647582667,0,0.705882353
1464,264904,1464,0.344955561,0,0.869565217
1465,264961,1465,0.248149907,0,0.857142857
1466,265258,1466,1.149115729,0,0.713235294
1467,265499,1467,0.827852672,0,0.788732394
1468,265628,1468,0.806936952,0,0.809090909
1469,265909,1469,0.774125519,0,0.814393939
1470,266006,1470,0.706466309,0,0.7625
1471,266079,1471,0.417132095,0,0.833333333
1472,266328,1472,0.741693545,0,0.75877193
1473,266865,1473,1.631834918,0,0.622137405
1474,267282,1474,1.064647506,0,0.750629723
1475,267547,1475,1.250361878,0,0.673387097
1476,267796,1476,0.898857046,0,0.752173913
1477,267877,1477,0.329588828,0,0.916666667
1478,267926,1478,0.283749503,0,0.947368421
1479,268063,1479,0.55982011,0,0.829059829
1480,268104,1480,0.66979091,0,0.727272727
1481,269313,1481,1.661171687,0,0.601510067
1482,269498,1482,0.774656418,0,0.781609195
1483,269875,1483,1.07491765,0,0.736842105
1484,270012,1484,0.494900933,0,0.86440678
1485,270141,1485,0.370821757,0,0.87
1486,270262,1486,0.584705145,0,0.831683168
1487,270391,1487,0.769447015,0,0.773109244
1488,270664,1488,1.037739698,0,0.724806202
1489,270817,1489,0.974649143,0,0.725352113
1490,270882,1490,0.502205445,0,0.816326531
1491,270995,1491,0.851190783,0,0.760416667
1492,271084,1492,1.070040197,0,0.666666667
1493,271493,1493,1.617969921,0,0.588541667
1494,271862,1494,1.436690729,0,0.594285714
1495,271895,1495,0.015613741,1,1
1496,272048,1496,0.066029546,0,0.985815603
1497,272209,1497,0.938766405,0,0.680851064
1498,272450,1498,0.556443286,0,0.855319149
1499,272627,1499,1.178880617,0,0.69047619
1500,272716,1500,0.623262448,0,0.794117647
1501,273005,1501,1.187472112,0,0.685393258
1502,273102,1502,0.021449511,1,1
1503,273247,1503,0.254826233,0,0.93129771
1504,273520,1504,1.245529484,0,0.666666667
1505,273593,1505,0.155992055,0,0.960784314
1506,273722,1506,0.882255886,0,0.676767677
1507,273827,1507,0.529362192,0,0.80952381
1508,273908,1508,0.961435442,0,0.707692308
1509,274037,1509,1.003814734,0,0.728070175
1510,274158,1510,0.733705245,0,0.688679245
1511,274735,1511,1.520361536,0,0.645796064
1512,274968,1512,0.84562358,0,0.753424658
1513,275105,1513,1.36897488,0,0.603174603
1514,275306,1514,0.838447327,0,0.768817204
1515,275467,1515,0.106322756,0,0.986013986
1516,275508,1516,0.096046118,1,1
1517,275581,1517,0.201593992,0,0.943396226
1518,275918,1518,1.433869289,0,0.587155963
1519,276039,1519,1.097067507,0,0.732142857
1520,276080,1520,0.077467919,0,0.956521739
1521,276425,1521,1.713111393,0,0.57957958
1522,276962,1522,1.044899849,0,0.715953307
1523,277211,1523,0.922925323,0,0.706161137
1524,277372,1524,0.744765854,0,0.765517241
1525,277469,1525,0.804278977,0,0.705128205
1526,277526,1526,0.75078819,0,0.791666667
1527,277591,1527,0.39046865,0,0.875
1528,277656,1528,0.878099688,0,0.679245283
1529,277849,1529,1.112562067,0,0.683333333
1530,277978,1530,0.709897051,0,0.791304348
1531,278075,1531,0.959654633,0,0.671052632
1532,278284,1532,1.331382518,0,0.67
1533,278421,1533,0.787294464,0,0.75
1534,278726,1534,1.225970862,0,0.664359862
1535,278823,1535,0.580258003,0,0.83908046
1536,279256,1536,1.882079299,0,0.569411765
1537,279401,1537,1.144712821,0,0.648
1538,279538,1538,1.230008257,0,0.648
1539,279739,1539,1.124189744,0,0.708333333
1540,279956,1540,0.605546425,0,0.842364532
1541,280029,1541,1.501837971,0,0.475409836
1542,280230,1542,1.037882285,0,0.681818182
1543,280367,1543,0.282541319,0,0.895652174
1544,280616,1544,0.510957336,0,0.826732673
1545,280825,1545,0.653327194,0,0.794285714
1546,280906,1546,0.594659923,0,0.8
1547,280963,1547,0.684861036,0,0.75
1548,281116,1548,0.919998686,0,0.758865248
1549,281397,1549,0.951774362,0,0.747081712
1550,281534,1550,0.919334799,0,0.701612903
1551,281575,1551,0.156631985,0,0.96875
1552,281888,1552,0.621129637,0,0.828382838
1553,282025,1553,0.826442298,0,0.730769231
1554,282106,1554,0.190699281,0,0.962962963
1555,282547,1555,1.461296368,0,0.579439252
1556,282636,1556,0.723673989,0,0.772151899
1557,282957,1557,1.527676351,0,0.61414791
1558,283134,1558,1.091559273,0,0.697530864
1559,283255,1559,1.265622094,0,0.697247706
1560,283368,1560,0.712183801,0,0.759615385
1561,283825,1561,1.271730601,0,0.657894737
1562,283954,1562,0.985693574,0,0.701754386
1563,284195,1563,1.123891835,0,0.677130045
1564,284372,1564,0.458999042,0,0.89375
1565,284525,1565,0.280955978,0,0.905109489
1566,284806,1566,1.189766035,0,0.686567164
1567,285015,1567,0.694651729,0,0.802083333
1568,285176,1568,1.223154526,0,0.651006711
1569,285465,1569,1.067056334,0,0.660583942
1570,285530,1570,0.549246638,0,0.905660377
1571,285587,1571,0.42477202,0,0.806451613
1572,285804,1572,1.245667817,0,0.695
1573,285909,1573,0.402599611,0,0.905882353
1574,285998,1574,0.72931747,0,0.726027397
1575,286175,1575,1.492529116,0,0.573170732
1576,286264,1576,0.615551268,0,0.736111111
1577,286833,1577,0.991528718,0,0.759425494
1578,288186,1578,1.677813002,0,0.571214393
1579,288435,1579,1.521884873,0,0.61965812
1580,288596,1580,1.317195922,0,0.68627451
1581,288773,1581,0.990857466,0,0.705521472
1582,289038,1582,1.324455819,0,0.704280156
1583,289327,1583,1.436072835,0,0.625
1584,289528,1584,1.062784775,0,0.717391304
1585,289721,1585,1.371624326,0,0.617977528
1586,289986,1586,1.042034114,0,0.672413793
1587,290347,1587,1.031714664,0,0.731778426
1588,290468,1588,0.633706827,0,0.81372549
1589,290669,1589,0.54107396,0,0.851851852
1590,290838,1590,0.721322828,0,0.763358779
1591,290935,1591,0.71532918,0,0.764705882
1592,291344,1592,1.322963264,0,0.670157068
1593,291521,1593,0.138145087,0,0.96969697
1594,291714,1594,0.80698241,0,0.751412429
1595,291995,1595,0.828139859,0,0.77254902
1596,292196,1596,1.308640885,0,0.593220339
1597,292245,1597,0.546123046,0,0.823529412
1598,292590,1598,1.129478529,0,0.658536585
1599,292639,1599,0.234474819,0,0.921052632
1600,292680,1600,0.04874007,1,1
1601,292737,1601,0.745944363,0,0.673913043
1602,292938,1602,1.200612517,0,0.634408602
1603,293251,1603,0.764767383,0,0.806122449
1604,293564,1604,0.95017668,0,0.737373737
1605,293589,1605,0.07190474,1,1
1606,293742,1606,1.190016799,0,0.676470588
1607,293847,1607,0.696903162,0,0.783505155
1608,294016,1608,0.362350496,0,0.919753086
1609,294193,1609,0.884682476,0,0.716129032
1610,294234,1610,0.377449363,0,0.9
1611,294411,1611,0.628127185,0,0.789808917
1612,294708,1612,0.921957346,0,0.75
1613,294845,1613,1.009989829,0,0.723076923
1614,295046,1614,0.778221909,0,0.805405405
1615,295159,1615,0.694692216,0,0.767676768
1616,295320,1616,1.375276403,0,0.602836879
1617,295409,1617,0.353900972,0,0.925373134
1618,295666,1618,1.424951308,0,0.607438017
1619,295931,1619,1.238901211,0,0.657258065
1620,296092,1620,1.312599548,0,0.659722222
1621,296141,1621,0.02614429,1,1
1622,296246,1622,1.257060536,0,0.612903226
1623,296279,1623,0.334797126,0,0.913043478
1624,296912,1624,1.228551973,0,0.71147541
1625,297081,1625,0.916515933,0,0.707482993
1626,297426,1626,1.0146068,0,0.714285714
1627,297467,1627,0.939543619,0,0.709677419
1628,297644,1628,0.784337873,0,0.75483871
1629,297797,1629,0.674097609,0,0.769784173
1630,297870,1630,0.261080301,0,0.918367347
1631,297991,1631,0.921538732,0,0.734693878
1632,298184,1632,0.895618642,0,0.789189189
1633,298289,1633,0.977734158,0,0.681318681
1634,298506,1634,0.520351733,0,0.873737374
1635,299027,1635,1.264077643,0,0.709090909
1636,299092,1636,0.438968119,0,0.890909091
1637,299253,1637,1.079937889,0,0.591240876
1638,299342,1638,0.065924097,0,0.985507246
1639,299487,1639,0.276214719,0,0.930769231
1640,299584,1640,0.098387255,0,0.987654321
1641,299625,1641,0.112323198,0,0.958333333
1642,299746,1642,0.287941573,0,0.908256881
1643,300083,1643,1.079369911,0,0.694968553
1644,300116,1644,0.03136299,1,1
1645,300181,1645,0.198752492,0,0.976190476
1646,300294,1646,0.948516822,0,0.666666667
1647,300631,1647,1.333963242,0,0.641744548
1648,300952,1648,1.061254369,0,0.741935484
1649,301033,1649,0.229125723,0,0.913793103
1650,301050,1650,0.047349371,1,1
1651,301187,1651,0.883643227,0,0.745614035
1652,301276,1652,0.611888521,0,0.766233766
1653,301437,1653,0.685499854,0,0.804347826
1654,301670,1654,0.840541648,0,0.771300448
1655,301759,1655,0.764753115,0,0.756410256
1656,301920,1656,0.108673284,0,0.985915493
1657,301969,1657,0.471853305,0,0.84375
1658,302042,1658,0.125956251,0,0.96
1659,302227,1659,0.540910788,0,0.83030303
1660,302420,1660,1.174008336,0,0.660818713
1661,302773,1661,1.687816989,0,0.581395349
1662,302854,1662,0.466387474,0,0.848484848
1663,302903,1663,0.006275932,1,1
1664,303128,1664,1.354375515,0,0.625592417
1665,303401,1665,1.064672312,0,0.719230769
1666,303490,1666,0.472751006,0,0.815789474
1667,303851,1667,1.006407029,0,0.71686747
1668,303908,1668,0.366407946,0,0.893617021
1669,304069,1669,1.270158104,0,0.606896552
1670,304246,1670,0.773551688,0,0.732919255
1671,304503,1671,1.02991272,0,0.696428571
1672,304784,1672,1.084904065,0,0.653696498
1673,304937,1673,1.396136354,0,0.624113475
1674,305098,1674,0.603404975,0,0.830882353
1675,305387,1675,1.53195302,0,0.595588235
1676,305468,1676,0.605484882,0,0.768115942
1677,305565,1677,1.258165048,0,0.586666667
1678,305702,1678,1.453675454,0,0.558333333
1679,305991,1679,1.317836921,0,0.652014652
1680,306248,1680,0.700974652,0,0.820512821
1681,306521,1681,1.186652418,0,0.668
1682,307010,1682,1.087550456,0,0.70575693
1683,307091,1683,1.215121553,0,0.594202899
1684,307244,1684,0.888032204,0,0.71969697
1685,307533,1685,1.176669871,0,0.678700361
1686,307686,1686,1.293217756,0,0.585714286
1687,307711,1687,0.032378042,1,1
1688,307792,1688,0.175333021,0,0.928571429
1689,307969,1689,1.119996042,0,0.7
1690,308066,1690,0.461960127,0,0.88
1691,308123,1691,0.19012621,0,0.952380952
1692,308236,1692,0.162557667,0,0.945652174
1693,308573,1693,1.066696881,0,0.693290735
1694,308822,1694,0.901884013,0,0.790393013
1695,308927,1695,0.65649405,0,0.761904762
1696,308984,1696,0.210574423,0,0.95
1697,309193,1697,1.032794544,0,0.734693878
1698,309666,1698,1.173670072,0,0.728850325
1699,309739,1699,0.57704203,0,0.779661017
1700,310012,1700,0.823719701,0,0.780487805
1701,310261,1701,1.750604611,0,0.579591837
1702,310318,1702,0.423995594,0,0.820512821
1703,310647,1703,0.834835074,0,0.791530945
1704,310752,1704,1.161154175,0,0.637362637
1705,310889,1705,0.957630805,0,0.723577236
1706,311090,1706,0.86544698,0,0.754285714
1707,311139,1707,0.270193749,0,0.916666667
1708,311276,1708,0.848832542,0,0.712962963
1709,311373,1709,0.453889903,0,0.835443038
1710,311430,1710,0.236951498,0,0.958333333
1711,311623,1711,1.181373202,0,0.681318681
1712,311784,1712,0.11054432,0,0.97972973
1713,311897,1713,1.275189316,0,0.532608696
1714,312170,1714,0.794023636,0,0.737451737
1715,312427,1715,0.93411367,0,0.713709677
1716,312700,1716,1.449850672,0,0.631147541
1717,312853,1717,1.043272434,0,0.692307692
1718,313014,1718,1.229622816,0,0.612903226
1719,313111,1719,0.290485836,0,0.821428571
1720,313272,1720,1.109580372,0,0.668965517
1721,313473,1721,1.003106281,0,0.748691099
1722,313682,1722,1.164919163,0,0.64171123
1723,314419,1723,1.533468082,0,0.574927954
1724,314732,1724,1.390972117,0,0.633333333
1725,314941,1725,0.766751915,0,0.820512821
1726,315038,1726,0.014878261,1,1
1727,315127,1727,0.367577517,0,0.878378378
1728,315240,1728,0.381171482,0,0.875
1729,315297,1729,0.750663296,0,0.743589744
1730,315506,1730,0.801582106,0,0.793969849
1731,315627,1731,0.425904779,0,0.790697674
1732,315716,1732,0.528061587,0,0.818181818
1733,315773,1733,0.668745427,0,0.772727273
1734,316046,1734,1.333607773,0,0.666666667
